Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2024-08-05,West,Laptops,Dell XPS 13,Carlos Mendes,5,7837.45,6176.16
2024-08-05,Northeast,Laptops,ThinkPad X1,Carlos Mendes,7,3685.43,2826.76
2024-08-06,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,3,1176.27,855.39
2024-08-06,Southeast,Phones,iPhone 15,Carlos Mendes,6,1234.5,788.51
2024-08-06,Southeast,Phones,Galaxy S24,Nadia Farouk,8,11806.8,8763.66
2024-08-08,West,Laptops,MacBook Air,Owen Fitzgerald,3,1486.83,971.27
2024-08-09,West,Laptops,MacBook Air,Carlos Mendes,8,13678.72,8897.68
2024-08-09,West,Accessories,Wireless Mouse,Julia Park,8,1507.28,905.36
2024-08-10,Midwest,Accessories,Phone Case,Julia Park,7,5972.12,4046.78
2024-08-10,Midwest,Laptops,Dell XPS 13,Owen Fitzgerald,4,531.48,380.8
2024-08-12,Midwest,Phones,Pixel 8,Carlos Mendes,6,10007.7,7927.81
2024-08-12,Southeast,Laptops,ThinkPad X1,Owen Fitzgerald,3,4431.06,2485.11
2024-08-13,Midwest,Accessories,USB-C Cable,Julia Park,3,5125.32,2860.74
2024-08-13,Southeast,Accessories,USB-C Cable,Carlos Mendes,8,13640.96,9091.11
2024-08-15,Midwest,Accessories,USB-C Cable,Owen Fitzgerald,7,10542.98,7752.04
2024-08-15,Midwest,Accessories,Phone Case,Julia Park,1,458.41,317.21
2024-08-15,Southeast,Phones,Galaxy S24,Nadia Farouk,6,9369.24,5899.07
2024-08-16,West,Accessories,Wireless Mouse,Nadia Farouk,3,927.06,527.36
2024-08-17,Northeast,Accessories,Wireless Mouse,Julia Park,2,925.86,623.03
2024-08-18,West,Accessories,Phone Case,Owen Fitzgerald,2,893.4,664.0
2024-08-18,Southeast,Phones,iPhone 15,Julia Park,7,2888.06,1935.75
2024-08-19,West,Phones,Pixel 8,Carlos Mendes,8,13364.64,8582.85
2024-08-20,Southeast,Laptops,MacBook Air,Carlos Mendes,2,2323.52,1556.13
2024-08-20,Northeast,Accessories,Phone Case,Carlos Mendes,8,13655.28,7820.5
2024-08-21,West,Phones,Galaxy S24,Julia Park,6,9859.14,7328.86
2024-08-22,West,Accessories,Wireless Mouse,Owen Fitzgerald,7,7650.51,5319.13
2024-08-23,Northeast,Laptops,Dell XPS 13,Nadia Farouk,4,1120.56,778.85
2024-08-24,West,Accessories,Phone Case,Carlos Mendes,4,5695.64,4020.49
2024-08-25,Southeast,Accessories,Wireless Mouse,Owen Fitzgerald,4,3607.2,2235.05
2024-08-25,West,Laptops,MacBook Air,Julia Park,7,1874.88,1193.22
2024-08-25,Midwest,Accessories,USB-C Cable,Julia Park,7,3746.12,2900.63
2024-08-26,Southeast,Accessories,Wireless Mouse,Julia Park,2,570.92,401.59
2024-08-26,Southeast,Phones,Galaxy S24,Nadia Farouk,2,1414.92,961.29
2024-08-27,West,Phones,Pixel 8,Owen Fitzgerald,2,2870.48,1891.28
2024-08-28,Midwest,Phones,Pixel 8,Nadia Farouk,1,98.89,75.51
2024-08-28,Northeast,Accessories,USB-C Cable,Nadia Farouk,4,5559.76,3923.12
2024-08-29,West,Phones,Galaxy S24,Julia Park,4,5738.44,4113.44
2024-08-30,West,Phones,iPhone 15,Owen Fitzgerald,5,4391.85,3208.21
2024-09-01,Northeast,Accessories,Phone Case,Carlos Mendes,7,4989.32,3040.38
2024-09-02,Southeast,Phones,Pixel 8,Carlos Mendes,3,2506.59,1717.23
2024-09-03,West,Laptops,MacBook Air,Julia Park,1,151.35,94.63
2024-09-03,West,Phones,Galaxy S24,Owen Fitzgerald,7,5641.16,4279.98
2024-09-04,Northeast,Phones,iPhone 15,Owen Fitzgerald,1,1570.86,989.77
2024-09-05,West,Phones,Pixel 8,Owen Fitzgerald,3,3673.14,2779.51
2024-09-05,West,Laptops,ThinkPad X1,Julia Park,5,7075.2,3983.4
2024-09-05,West,Laptops,ThinkPad X1,Julia Park,8,11349.84,8827.27
2024-09-06,Northeast,Phones,Galaxy S24,Nadia Farouk,7,1965.95,1251.72
2024-09-07,Northeast,Phones,Pixel 8,Carlos Mendes,5,3555.15,2066.29
2024-09-07,West,Accessories,Phone Case,Carlos Mendes,7,11555.88,7368.21
2024-09-08,West,Phones,Galaxy S24,Owen Fitzgerald,7,10405.71,6155.47
2024-09-08,Midwest,Laptops,ThinkPad X1,Carlos Mendes,5,8239.9,4691.6
2024-09-08,West,Phones,Pixel 8,Julia Park,6,3045.72,2106.04
2024-09-09,Midwest,Laptops,MacBook Air,Nadia Farouk,4,5900.84,3896.6
2024-09-10,Northeast,Laptops,ThinkPad X1,Nadia Farouk,7,3946.25,2463.74
2024-09-10,Midwest,Phones,Galaxy S24,Carlos Mendes,1,205.88,158.94
2024-09-11,West,Accessories,Wireless Mouse,Carlos Mendes,5,420.4,335.63
2024-09-11,Southeast,Accessories,USB-C Cable,Nadia Farouk,2,842.08,540.03
2024-09-12,Southeast,Phones,Pixel 8,Nadia Farouk,3,247.47,168.78
2024-09-13,West,Laptops,ThinkPad X1,Julia Park,1,159.37,120.81
2024-09-13,West,Accessories,Wireless Mouse,Owen Fitzgerald,7,2518.46,1524.98
2024-09-13,West,Laptops,ThinkPad X1,Owen Fitzgerald,8,11447.68,8316.32
2024-09-13,West,Accessories,USB-C Cable,Carlos Mendes,8,3257.68,2525.92
2024-09-13,Southeast,Accessories,Wireless Mouse,Carlos Mendes,8,11632.64,7487.07
2024-09-14,West,Laptops,MacBook Air,Carlos Mendes,8,1127.12,869.1
2024-09-15,Midwest,Phones,iPhone 15,Owen Fitzgerald,8,13409.52,7526.32
2024-09-15,Northeast,Phones,Galaxy S24,Owen Fitzgerald,4,977.8,702.29
2024-09-16,Southeast,Laptops,MacBook Air,Carlos Mendes,2,1615.38,1208.89
2024-09-16,Northeast,Phones,iPhone 15,Owen Fitzgerald,5,6386.65,5041.18
2024-09-17,West,Laptops,Dell XPS 13,Carlos Mendes,4,6599.32,3895.65
2024-09-18,Midwest,Accessories,USB-C Cable,Nadia Farouk,1,554.88,416.02
2024-09-18,Southeast,Phones,iPhone 15,Julia Park,5,5002.45,3553.13
2024-09-18,Midwest,Phones,Galaxy S24,Owen Fitzgerald,1,565.46,313.12
2024-09-18,Southeast,Laptops,Dell XPS 13,Nadia Farouk,8,6448.88,3635.13
2024-09-18,Midwest,Accessories,USB-C Cable,Owen Fitzgerald,1,273.26,168.49
2024-09-21,Northeast,Phones,iPhone 15,Owen Fitzgerald,3,1684.35,1265.8
2024-09-21,Midwest,Laptops,Dell XPS 13,Nadia Farouk,4,2120.52,1314.87
2024-09-21,Midwest,Phones,iPhone 15,Owen Fitzgerald,7,795.34,539.39
2024-09-21,West,Phones,Galaxy S24,Julia Park,7,2470.93,1705.34
2024-09-22,Midwest,Accessories,Wireless Mouse,Nadia Farouk,3,1469.61,1091.19
2024-09-22,Southeast,Laptops,Dell XPS 13,Julia Park,4,467.44,293.53
2024-09-22,Northeast,Accessories,Phone Case,Carlos Mendes,7,1661.8,1196.32
2024-09-22,Midwest,Phones,Galaxy S24,Owen Fitzgerald,7,7751.1,5541.01
2024-09-23,Midwest,Laptops,MacBook Air,Carlos Mendes,2,1664.8,961.76
2024-09-23,Midwest,Accessories,USB-C Cable,Nadia Farouk,6,5859.84,4066.53
2024-09-23,Southeast,Accessories,USB-C Cable,Owen Fitzgerald,5,3182.35,2358.58
2024-09-24,Southeast,Phones,Pixel 8,Nadia Farouk,6,5679.42,3150.16
2024-09-25,Southeast,Phones,iPhone 15,Carlos Mendes,6,2729.88,1803.49
2024-09-27,West,Accessories,Wireless Mouse,Owen Fitzgerald,2,1513.3,1143.52
2024-09-29,Midwest,Phones,Galaxy S24,Owen Fitzgerald,1,982.57,742.3
2024-09-29,Southeast,Phones,Galaxy S24,Julia Park,8,584.8,389.15
2024-09-30,West,Phones,Galaxy S24,Carlos Mendes,3,383.88,248.43
2024-09-30,Midwest,Accessories,USB-C Cable,Owen Fitzgerald,8,698.56,495.4
2024-09-30,Northeast,Accessories,USB-C Cable,Nadia Farouk,2,2834.02,1720.68
2024-10-01,Southeast,Accessories,Phone Case,Carlos Mendes,2,52.78,34.73
2024-10-01,Northeast,Accessories,Wireless Mouse,Owen Fitzgerald,2,1644.1,904.53
2024-10-01,Midwest,Accessories,Phone Case,Carlos Mendes,3,2730.57,1712.64
2024-10-02,Northeast,Laptops,ThinkPad X1,Julia Park,3,3215.97,1872.64
2024-10-02,Northeast,Laptops,MacBook Air,Julia Park,8,7363.92,4648.29
2024-10-02,Midwest,Phones,Galaxy S24,Carlos Mendes,4,6592.56,4250.07
2024-10-02,Midwest,Laptops,Dell XPS 13,Owen Fitzgerald,1,1270.94,757.01
2024-10-03,Midwest,Phones,iPhone 15,Nadia Farouk,5,4521.8,3036.98
2024-10-03,Southeast,Laptops,ThinkPad X1,Owen Fitzgerald,3,1576.95,1250.73
2024-10-03,West,Accessories,USB-C Cable,Carlos Mendes,1,1489.42,1032.84
2024-10-04,Midwest,Laptops,MacBook Air,Owen Fitzgerald,8,8244.0,6105.44
2024-10-06,West,Laptops,Dell XPS 13,Carlos Mendes,7,5378.66,3666.1
2024-10-06,West,Accessories,Phone Case,Nadia Farouk,7,6921.18,4924.93
2024-10-07,Southeast,Accessories,USB-C Cable,Carlos Mendes,7,8360.45,5670.4
2024-10-08,West,Accessories,Wireless Mouse,Carlos Mendes,2,2866.12,2042.46
2024-10-08,Midwest,Laptops,MacBook Air,Nadia Farouk,3,823.62,522.33
2024-10-09,Northeast,Phones,Galaxy S24,Nadia Farouk,3,976.98,769.88
2024-10-10,Northeast,Phones,Pixel 8,Julia Park,1,689.26,389.75
2024-10-10,Southeast,Phones,Pixel 8,Carlos Mendes,3,3207.54,1979.4
2024-10-11,Northeast,Phones,Pixel 8,Owen Fitzgerald,8,11758.88,6793.45
2024-10-11,Northeast,Accessories,USB-C Cable,Nadia Farouk,2,3512.64,2367.29
2024-10-12,Northeast,Phones,iPhone 15,Carlos Mendes,3,981.99,730.39
2024-10-14,Northeast,Laptops,MacBook Air,Julia Park,3,1412.7,971.92
2024-10-14,Southeast,Phones,Pixel 8,Owen Fitzgerald,2,1932.06,1293.16
2024-10-15,Southeast,Laptops,ThinkPad X1,Julia Park,6,6573.12,4897.17
2024-10-17,West,Phones,Galaxy S24,Carlos Mendes,3,3296.91,2530.7
2024-10-17,West,Phones,Galaxy S24,Nadia Farouk,2,871.26,650.1
2024-10-17,Midwest,Accessories,USB-C Cable,Nadia Farouk,1,386.43,248.88
2024-10-18,Southeast,Laptops,ThinkPad X1,Carlos Mendes,8,11678.48,8866.79
2024-10-21,Northeast,Accessories,Wireless Mouse,Nadia Farouk,2,1151.9,893.14
2024-10-23,Southeast,Accessories,Wireless Mouse,Owen Fitzgerald,5,6385.75,4169.32
2024-10-24,Midwest,Accessories,Phone Case,Owen Fitzgerald,8,8757.04,5178.42
2024-10-24,Southeast,Accessories,USB-C Cable,Nadia Farouk,4,5120.96,3434.23
2024-10-24,West,Laptops,ThinkPad X1,Julia Park,4,1051.16,617.55
2024-10-25,Midwest,Phones,Galaxy S24,Julia Park,8,10550.08,8203.99
2024-10-27,Midwest,Laptops,MacBook Air,Nadia Farouk,5,4571.65,3498.62
2024-10-28,Southeast,Phones,Galaxy S24,Julia Park,4,4407.96,3104.89
2024-10-28,Midwest,Accessories,USB-C Cable,Carlos Mendes,3,3025.68,2077.07
2024-10-29,Northeast,Phones,Pixel 8,Carlos Mendes,5,8496.45,6589.16
2024-10-29,Midwest,Accessories,Wireless Mouse,Julia Park,6,9264.54,5491.86
2024-10-29,West,Phones,Pixel 8,Julia Park,3,2355.36,1478.93
2024-10-29,Southeast,Accessories,Phone Case,Carlos Mendes,5,6227.6,4287.96
2024-10-30,Southeast,Laptops,ThinkPad X1,Owen Fitzgerald,8,7000.96,4057.77
2024-10-30,Northeast,Laptops,MacBook Air,Owen Fitzgerald,8,2343.44,1350.69
2024-10-30,Southeast,Phones,Galaxy S24,Nadia Farouk,2,1105.74,635.92
2024-10-31,Southeast,Phones,Pixel 8,Owen Fitzgerald,8,2070.16,1396.81
2024-11-01,Northeast,Accessories,Wireless Mouse,Owen Fitzgerald,2,1752.08,1145.66
2024-11-01,West,Accessories,USB-C Cable,Julia Park,8,5822.88,3764.5
2024-11-01,Southeast,Phones,Pixel 8,Nadia Farouk,7,7205.1,3981.53
2024-11-02,West,Laptops,Dell XPS 13,Julia Park,1,1798.09,1138.92
2024-11-02,Southeast,Accessories,USB-C Cable,Julia Park,6,948.54,663.49
2024-11-05,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,4,4453.72,2780.27
2024-11-06,Northeast,Laptops,Dell XPS 13,Owen Fitzgerald,4,748.28,473.07
2024-11-06,West,Accessories,Phone Case,Carlos Mendes,7,9637.67,6139.77
2024-11-06,Southeast,Accessories,Wireless Mouse,Owen Fitzgerald,7,10877.37,6885.49
2024-11-06,West,Laptops,ThinkPad X1,Owen Fitzgerald,5,2162.8,1457.97
2024-11-07,Northeast,Accessories,Phone Case,Julia Park,6,7674.36,5331.06
2024-11-07,West,Laptops,Dell XPS 13,Nadia Farouk,1,384.28,220.85
2024-11-08,Southeast,Accessories,Wireless Mouse,Nadia Farouk,8,1568.0,1221.97
2024-11-08,West,Laptops,Dell XPS 13,Owen Fitzgerald,5,620.25,471.83
2024-11-08,West,Laptops,Dell XPS 13,Owen Fitzgerald,7,2027.83,1182.62
2024-11-08,Northeast,Accessories,USB-C Cable,Owen Fitzgerald,3,2991.72,2026.96
2024-11-09,Southeast,Laptops,ThinkPad X1,Owen Fitzgerald,8,8362.72,5871.78
2024-11-10,Southeast,Phones,Galaxy S24,Owen Fitzgerald,1,962.13,743.05
2024-11-10,Northeast,Accessories,Wireless Mouse,Owen Fitzgerald,2,2559.8,1704.42
2024-11-11,Southeast,Phones,Galaxy S24,Nadia Farouk,7,10243.45,7438.49
2024-11-13,West,Accessories,USB-C Cable,Owen Fitzgerald,1,944.45,630.82
2024-11-13,Southeast,Accessories,USB-C Cable,Carlos Mendes,3,2697.63,1903.65
2024-11-14,Northeast,Laptops,Dell XPS 13,Owen Fitzgerald,3,3638.73,2181.23
2024-11-14,West,Accessories,USB-C Cable,Nadia Farouk,4,3155.4,2316.82
2024-11-15,West,Laptops,MacBook Air,Carlos Mendes,2,816.96,586.67
2024-11-15,West,Laptops,Dell XPS 13,Julia Park,8,715.84,413.54
2024-11-16,Northeast,Accessories,Phone Case,Carlos Mendes,2,2043.18,1411.08
2024-11-16,Southeast,Accessories,USB-C Cable,Nadia Farouk,6,501.9,382.33
2024-11-16,Midwest,Accessories,Wireless Mouse,Nadia Farouk,4,6911.24,3815.77
2024-11-16,West,Phones,iPhone 15,Julia Park,3,2255.1,1725.41
2024-11-18,Northeast,Accessories,Wireless Mouse,Nadia Farouk,5,232.25,174.24
2024-11-19,Southeast,Phones,Galaxy S24,Carlos Mendes,4,4529.4,3079.0
2024-11-20,Southeast,Laptops,MacBook Air,Carlos Mendes,3,1770.24,1174.64
2024-11-20,Northeast,Laptops,ThinkPad X1,Carlos Mendes,2,3093.46,2470.47
2024-11-20,Southeast,Accessories,USB-C Cable,Carlos Mendes,5,4480.55,2533.39
2024-11-20,West,Laptops,ThinkPad X1,Julia Park,1,1416.13,965.67
2024-11-21,Midwest,Accessories,USB-C Cable,Nadia Farouk,7,9312.24,6439.2
2024-11-21,West,Accessories,USB-C Cable,Julia Park,8,3860.16,2513.04
2024-11-23,Northeast,Laptops,ThinkPad X1,Owen Fitzgerald,7,485.17,327.64
2024-11-23,Southeast,Laptops,ThinkPad X1,Nadia Farouk,1,141.07,82.97
2024-11-23,Southeast,Accessories,Phone Case,Carlos Mendes,5,3434.55,2183.85
2024-11-24,Southeast,Accessories,Phone Case,Owen Fitzgerald,4,700.0,497.67
2024-11-24,Midwest,Phones,Pixel 8,Julia Park,2,2910.6,1686.18
2024-11-25,Southeast,Phones,Pixel 8,Carlos Mendes,5,4054.0,2402.88
2024-11-25,West,Accessories,USB-C Cable,Owen Fitzgerald,2,244.34,143.39
2024-11-27,Northeast,Accessories,Wireless Mouse,Carlos Mendes,5,1714.0,1228.07
2024-11-29,West,Laptops,MacBook Air,Julia Park,6,3959.64,2771.99
2024-11-29,Southeast,Laptops,Dell XPS 13,Carlos Mendes,3,4331.04,3351.33
2024-11-29,Southeast,Accessories,USB-C Cable,Julia Park,2,2317.02,1503.83
2024-12-01,Southeast,Accessories,Phone Case,Julia Park,5,8485.65,5109.55
2024-12-01,Northeast,Laptops,ThinkPad X1,Owen Fitzgerald,1,1256.18,828.8
2024-12-01,Northeast,Phones,iPhone 15,Owen Fitzgerald,5,8317.15,6449.8
2024-12-03,Southeast,Accessories,Phone Case,Nadia Farouk,5,2250.0,1468.06
2024-12-03,West,Laptops,MacBook Air,Carlos Mendes,6,5711.94,4102.5
2024-12-04,Southeast,Accessories,Phone Case,Nadia Farouk,7,10146.99,7351.19
2024-12-04,Southeast,Phones,Galaxy S24,Julia Park,5,8812.65,5789.87
2024-12-05,Northeast,Laptops,ThinkPad X1,Carlos Mendes,1,1044.65,604.2
2024-12-06,Northeast,Accessories,Phone Case,Owen Fitzgerald,5,3858.15,2126.07
2024-12-06,West,Laptops,Dell XPS 13,Carlos Mendes,1,1040.79,718.27
2024-12-07,Northeast,Accessories,USB-C Cable,Owen Fitzgerald,4,1327.08,968.21
2024-12-08,West,Accessories,Phone Case,Nadia Farouk,5,6696.45,3741.51
2024-12-10,Midwest,Accessories,Phone Case,Julia Park,5,1171.7,753.34
2024-12-11,Northeast,Phones,Galaxy S24,Carlos Mendes,2,3491.04,2417.47
2024-12-12,Midwest,Accessories,Phone Case,Carlos Mendes,7,6088.46,4308.04
2024-12-12,Midwest,Accessories,USB-C Cable,Nadia Farouk,7,3401.44,2051.31
2024-12-12,Midwest,Laptops,ThinkPad X1,Carlos Mendes,5,6189.35,4755.05
2024-12-13,Southeast,Phones,Galaxy S24,Julia Park,6,6471.06,3592.62
2024-12-13,Northeast,Accessories,Wireless Mouse,Julia Park,8,12980.8,7402.72
2024-12-13,Southeast,Phones,Pixel 8,Carlos Mendes,1,733.7,438.73
2024-12-14,Midwest,Phones,iPhone 15,Owen Fitzgerald,8,14011.52,10833.39
2024-12-15,Northeast,Accessories,Phone Case,Nadia Farouk,7,1475.67,1064.22
2024-12-16,Southeast,Phones,Galaxy S24,Carlos Mendes,6,4408.32,2936.24
2024-12-17,Midwest,Accessories,USB-C Cable,Julia Park,8,3009.6,1877.51
2024-12-18,Southeast,Phones,iPhone 15,Nadia Farouk,5,2110.65,1198.04
2024-12-18,West,Laptops,MacBook Air,Nadia Farouk,7,2573.34,1746.15
2024-12-18,West,Accessories,Wireless Mouse,Nadia Farouk,3,2362.47,1682.11
2024-12-19,Midwest,Accessories,Wireless Mouse,Nadia Farouk,7,9400.02,7367.62
2024-12-20,Midwest,Accessories,Wireless Mouse,Julia Park,1,779.74,543.61
2024-12-21,Southeast,Phones,Pixel 8,Nadia Farouk,1,1441.49,816.22
2024-12-22,Northeast,Accessories,Phone Case,Carlos Mendes,1,308.91,214.7
2024-12-23,Midwest,Phones,Pixel 8,Nadia Farouk,6,1448.1,1007.52
2024-12-24,Northeast,Accessories,Wireless Mouse,Carlos Mendes,6,10495.92,6754.46
2024-12-24,Southeast,Accessories,USB-C Cable,Owen Fitzgerald,5,475.25,291.51
2024-12-27,Southeast,Accessories,USB-C Cable,Carlos Mendes,3,3017.91,1955.09
2024-12-27,West,Phones,iPhone 15,Owen Fitzgerald,1,1776.81,978.98
2024-12-29,Southeast,Phones,Galaxy S24,Nadia Farouk,1,792.06,475.45
2024-12-29,Southeast,Accessories,Wireless Mouse,Julia Park,8,13041.68,10414.01
2024-12-30,Northeast,Laptops,ThinkPad X1,Owen Fitzgerald,4,1964.88,1499.31
2024-12-30,Southeast,Laptops,MacBook Air,Carlos Mendes,2,3079.42,1856.12
2024-12-31,West,Phones,Galaxy S24,Carlos Mendes,8,773.12,522.06
2024-12-31,Southeast,Phones,iPhone 15,Owen Fitzgerald,2,2949.34,2269.1
2024-12-31,West,Phones,iPhone 15,Julia Park,4,1493.16,1188.96
2025-01-02,Midwest,Accessories,Wireless Mouse,Carlos Mendes,7,11354.49,7493.94
2025-01-03,Northeast,Laptops,MacBook Air,Nadia Farouk,5,4424.7,2868.18
2025-01-04,Northeast,Laptops,ThinkPad X1,Owen Fitzgerald,7,7455.21,4448.22
2025-01-04,West,Laptops,MacBook Air,Owen Fitzgerald,2,3040.3,1719.73
2025-01-08,Southeast,Laptops,ThinkPad X1,Julia Park,7,5105.87,3438.77
2025-01-08,Northeast,Phones,Pixel 8,Owen Fitzgerald,5,4361.15,2859.04
2025-01-10,West,Phones,Galaxy S24,Nadia Farouk,7,3579.73,2300.11
2025-01-11,West,Laptops,Dell XPS 13,Nadia Farouk,3,1774.02,1407.46
2025-01-12,Southeast,Accessories,USB-C Cable,Owen Fitzgerald,5,6640.3,5208.6
2025-01-12,Midwest,Laptops,MacBook Air,Owen Fitzgerald,7,2058.14,1257.47
2025-01-14,Midwest,Accessories,USB-C Cable,Julia Park,2,924.14,733.51
2025-01-14,West,Phones,Galaxy S24,Carlos Mendes,6,5385.06,3734.02
2025-01-15,Midwest,Phones,Galaxy S24,Julia Park,3,3323.79,2436.27
2025-01-17,Midwest,Laptops,MacBook Air,Carlos Mendes,1,457.22,264.61
2025-01-18,Northeast,Phones,iPhone 15,Carlos Mendes,8,11254.96,8008.14
2025-01-21,West,Accessories,USB-C Cable,Julia Park,3,3860.52,2899.94
2025-01-21,West,Phones,Galaxy S24,Carlos Mendes,3,818.46,457.65
2025-01-21,West,Laptops,MacBook Air,Nadia Farouk,8,4151.92,2469.0
2025-01-22,West,Accessories,Phone Case,Nadia Farouk,1,1065.13,837.95
2025-01-22,Southeast,Accessories,USB-C Cable,Julia Park,7,5834.99,4471.06
2025-01-22,West,Phones,Galaxy S24,Carlos Mendes,7,649.04,423.24
2025-01-22,Southeast,Laptops,Dell XPS 13,Owen Fitzgerald,4,1955.84,1442.06
2025-01-23,Midwest,Laptops,ThinkPad X1,Julia Park,6,4419.48,2944.01
2025-01-23,West,Phones,iPhone 15,Nadia Farouk,2,3126.68,1979.08
2025-01-23,Northeast,Accessories,USB-C Cable,Nadia Farouk,1,1380.69,776.87
2025-01-24,West,Laptops,MacBook Air,Nadia Farouk,3,1206.96,868.7
2025-01-24,Southeast,Accessories,USB-C Cable,Julia Park,2,1981.92,1253.41
2025-01-25,West,Laptops,ThinkPad X1,Owen Fitzgerald,5,6681.75,4829.77
2025-01-26,West,Accessories,Wireless Mouse,Nadia Farouk,7,12523.91,8899.93
2025-01-26,West,Laptops,MacBook Air,Nadia Farouk,5,3779.25,2180.1
2025-01-27,West,Accessories,USB-C Cable,Owen Fitzgerald,4,2200.64,1289.47
2025-01-27,West,Accessories,Phone Case,Carlos Mendes,5,5962.0,4455.01
2025-01-27,Southeast,Laptops,Dell XPS 13,Nadia Farouk,3,3270.78,2465.05
2025-01-28,West,Laptops,ThinkPad X1,Julia Park,2,3378.28,2454.6
2025-01-28,Midwest,Phones,Galaxy S24,Nadia Farouk,8,10442.64,6175.29
2025-01-30,Northeast,Phones,iPhone 15,Carlos Mendes,1,82.08,52.1
2025-01-31,Southeast,Accessories,USB-C Cable,Carlos Mendes,2,2436.16,1662.93
2025-02-02,Midwest,Laptops,MacBook Air,Nadia Farouk,1,357.18,232.04
2025-02-02,Southeast,Phones,iPhone 15,Julia Park,8,6725.12,4278.62
2025-02-03,Southeast,Accessories,Wireless Mouse,Nadia Farouk,4,6425.92,4495.06
2025-02-03,Southeast,Accessories,Phone Case,Carlos Mendes,7,4041.8,2983.85
2025-02-03,Midwest,Phones,Galaxy S24,Owen Fitzgerald,4,5208.56,3388.5
2025-02-03,Southeast,Phones,iPhone 15,Julia Park,1,1047.13,626.61
2025-02-04,West,Laptops,ThinkPad X1,Nadia Farouk,2,646.76,415.86
2025-02-04,Northeast,Phones,iPhone 15,Carlos Mendes,8,9001.2,6001.68
2025-02-05,Southeast,Accessories,Phone Case,Julia Park,2,2761.72,1992.61
2025-02-06,Midwest,Phones,iPhone 15,Owen Fitzgerald,7,3560.2,1975.9
2025-02-06,Southeast,Accessories,USB-C Cable,Nadia Farouk,8,12937.6,8355.23
2025-02-07,Southeast,Phones,Pixel 8,Owen Fitzgerald,4,7072.96,5494.36
2025-02-07,Southeast,Phones,Galaxy S24,Owen Fitzgerald,7,8465.31,6091.91
2025-02-08,Northeast,Phones,Galaxy S24,Julia Park,6,2084.58,1554.76
2025-02-08,Midwest,Accessories,Phone Case,Julia Park,8,9471.92,5949.69
2025-02-09,Southeast,Phones,iPhone 15,Carlos Mendes,5,1601.65,1009.87
2025-02-10,Midwest,Laptops,Dell XPS 13,Julia Park,7,12077.94,8186.54
2025-02-10,Northeast,Laptops,Dell XPS 13,Julia Park,6,8178.66,5711.15
2025-02-10,Midwest,Phones,Pixel 8,Julia Park,7,6932.38,5014.93
2025-02-10,Southeast,Phones,Galaxy S24,Carlos Mendes,4,3037.24,1958.64
2025-02-11,West,Phones,iPhone 15,Julia Park,7,2838.78,1839.94
2025-02-12,West,Phones,Galaxy S24,Owen Fitzgerald,1,498.35,296.06
2025-02-12,West,Phones,Galaxy S24,Julia Park,6,9029.82,5933.31
2025-02-13,Northeast,Laptops,Dell XPS 13,Owen Fitzgerald,7,9754.29,6139.43
2025-02-13,Southeast,Phones,Galaxy S24,Carlos Mendes,2,2452.46,1635.93
2025-02-13,Southeast,Accessories,Phone Case,Carlos Mendes,8,8291.52,5676.68
2025-02-14,Southeast,Accessories,USB-C Cable,Julia Park,8,3617.2,2055.26
2025-02-14,West,Phones,Galaxy S24,Julia Park,1,904.37,647.12
2025-02-15,Southeast,Laptops,MacBook Air,Carlos Mendes,6,4364.64,3162.85
2025-02-15,Southeast,Accessories,Phone Case,Owen Fitzgerald,4,1213.72,841.75
2025-02-15,Southeast,Laptops,MacBook Air,Julia Park,2,2706.12,1896.72
2025-02-16,West,Accessories,Wireless Mouse,Julia Park,7,9830.73,5587.11
2025-02-17,West,Laptops,Dell XPS 13,Nadia Farouk,3,890.94,667.12
2025-02-18,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,3,4228.2,2983.04
2025-02-18,West,Laptops,MacBook Air,Owen Fitzgerald,5,7457.35,4754.02
2025-02-20,Northeast,Laptops,ThinkPad X1,Owen Fitzgerald,3,1586.76,1194.95
2025-02-20,West,Accessories,Wireless Mouse,Owen Fitzgerald,5,6073.25,4043.95
2025-02-22,Midwest,Laptops,ThinkPad X1,Nadia Farouk,7,10050.25,7846.02
2025-02-22,West,Accessories,Wireless Mouse,Nadia Farouk,6,10075.92,6566.32
2025-02-25,Southeast,Accessories,Wireless Mouse,Nadia Farouk,8,5826.08,3997.63
2025-02-26,West,Phones,iPhone 15,Julia Park,6,6981.24,4360.98
2025-02-26,Southeast,Phones,Pixel 8,Julia Park,4,5247.4,3702.77
2025-02-27,Midwest,Phones,iPhone 15,Julia Park,4,6113.12,3950.3
2025-02-27,Northeast,Laptops,MacBook Air,Owen Fitzgerald,3,941.07,647.73
2025-02-28,Northeast,Phones,Pixel 8,Carlos Mendes,3,1500.51,1075.45
2025-02-28,West,Laptops,ThinkPad X1,Carlos Mendes,5,3610.0,2802.9
2025-03-02,Southeast,Laptops,Dell XPS 13,Nadia Farouk,8,10062.8,6206.38
2025-03-02,Midwest,Phones,Pixel 8,Julia Park,5,7676.8,5070.26
2025-03-02,West,Accessories,Phone Case,Nadia Farouk,8,11329.92,8541.64
2025-03-06,West,Accessories,USB-C Cable,Owen Fitzgerald,7,1138.62,659.06
