Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2025-03-30,Uptown,Appetizers,Loaded Nachos,Server: Jonah,5,107.05,33.08
2025-03-31,Uptown,Beverages,Iced Tea,Server: Maya,1,4.94,1.72
2025-03-31,Uptown,Beverages,House Wine,Server: Diego,1,32.26,11.55
2025-04-01,Airport,Desserts,Chocolate Lava Cake,Server: Priya,3,45.9,17.88
2025-04-01,Uptown,Appetizers,Bruschetta,Server: Priya,2,29.06,10.62
2025-04-01,Airport,Entrees,Ribeye Steak,Server: Elin,6,198.3,58.19
2025-04-02,Mall Location,Appetizers,Bruschetta,Server: Diego,4,178.08,49.92
2025-04-02,Uptown,Beverages,Iced Tea,Server: Elin,5,153.1,56.14
2025-04-02,Airport,Entrees,Ribeye Steak,Server: Jonah,3,33.12,12.1
2025-04-03,Airport,Beverages,Iced Tea,Server: Maya,4,29.36,9.39
2025-04-03,Airport,Entrees,Grilled Salmon,Server: Jonah,1,35.4,11.65
2025-04-03,Downtown,Appetizers,Loaded Nachos,Server: Maya,2,59.4,21.53
2025-04-04,Uptown,Entrees,Grilled Salmon,Server: Diego,3,59.85,17.55
2025-04-04,Mall Location,Entrees,Ribeye Steak,Server: Diego,1,22.2,6.7
2025-04-04,Downtown,Entrees,Grilled Salmon,Server: Elin,4,32.12,10.83
2025-04-05,Uptown,Entrees,Veggie Burger,Server: Priya,1,12.11,3.58
2025-04-05,Uptown,Desserts,Cheesecake,Server: Jonah,1,5.51,1.73
2025-04-05,Mall Location,Desserts,Cheesecake,Server: Maya,6,233.58,79.72
2025-04-05,Uptown,Beverages,Iced Tea,Server: Maya,5,104.6,34.4
2025-04-06,Downtown,Beverages,Craft Beer,Server: Elin,5,101.95,40.53
2025-04-06,Airport,Desserts,Chocolate Lava Cake,Server: Priya,5,50.2,16.72
2025-04-07,Uptown,Desserts,Chocolate Lava Cake,Server: Jonah,2,22.04,8.65
2025-04-07,Downtown,Beverages,House Wine,Server: Priya,4,154.16,60.93
2025-04-07,Airport,Appetizers,Bruschetta,Server: Elin,4,74.64,26.25
2025-04-07,Uptown,Appetizers,Bruschetta,Server: Diego,6,167.28,51.82
2025-04-07,Airport,Beverages,House Wine,Server: Diego,2,57.16,16.01
2025-04-07,Downtown,Beverages,House Wine,Server: Diego,4,139.4,55.56
2025-04-08,Mall Location,Desserts,Tiramisu,Server: Diego,6,263.94,85.19
2025-04-09,Suburbs,Appetizers,Loaded Nachos,Server: Maya,2,14.12,4.62
2025-04-09,Uptown,Beverages,Espresso,Server: Jonah,1,23.44,6.79
2025-04-09,Uptown,Beverages,Iced Tea,Server: Diego,2,39.42,15.08
2025-04-09,Airport,Entrees,Veggie Burger,Server: Diego,3,105.42,37.36
2025-04-09,Uptown,Entrees,Grilled Salmon,Server: Diego,2,54.02,15.23
2025-04-09,Suburbs,Entrees,Ribeye Steak,Server: Elin,5,93.55,30.61
2025-04-09,Suburbs,Entrees,Chicken Alfredo,Server: Elin,6,122.28,34.61
2025-04-10,Uptown,Appetizers,Loaded Nachos,Server: Elin,2,42.5,12.95
2025-04-10,Uptown,Desserts,Chocolate Lava Cake,Server: Jonah,5,189.0,67.92
2025-04-10,Mall Location,Desserts,Chocolate Lava Cake,Server: Maya,5,215.5,60.54
2025-04-10,Airport,Desserts,Chocolate Lava Cake,Server: Jonah,1,20.67,6.22
2025-04-10,Suburbs,Desserts,Tiramisu,Server: Elin,3,132.45,39.66
2025-04-10,Downtown,Entrees,Grilled Salmon,Server: Diego,4,133.28,39.85
2025-04-10,Mall Location,Entrees,Chicken Alfredo,Server: Diego,6,136.44,42.16
2025-04-11,Airport,Beverages,Iced Tea,Server: Elin,1,23.6,7.73
2025-04-11,Suburbs,Entrees,Grilled Salmon,Server: Elin,2,36.34,12.7
2025-04-11,Downtown,Entrees,Grilled Salmon,Server: Priya,6,30.06,10.32
2025-04-11,Uptown,Appetizers,Loaded Nachos,Server: Maya,5,77.05,27.99
2025-04-11,Suburbs,Desserts,Chocolate Lava Cake,Server: Diego,2,43.62,12.5
2025-04-12,Uptown,Appetizers,Bruschetta,Server: Elin,2,62.3,21.3
2025-04-12,Suburbs,Desserts,Tiramisu,Server: Maya,6,222.96,72.96
2025-04-12,Mall Location,Desserts,Cheesecake,Server: Elin,4,23.88,9.36
2025-04-12,Downtown,Beverages,House Wine,Server: Diego,6,268.92,82.93
2025-04-12,Airport,Beverages,House Wine,Server: Maya,6,48.18,18.54
2025-04-13,Mall Location,Desserts,Cheesecake,Server: Priya,6,133.44,42.63
2025-04-13,Uptown,Appetizers,Bruschetta,Server: Elin,3,36.18,11.95
2025-04-13,Uptown,Beverages,Iced Tea,Server: Diego,3,106.74,37.09
2025-04-14,Mall Location,Appetizers,Bruschetta,Server: Maya,2,35.46,10.16
2025-04-14,Airport,Appetizers,Loaded Nachos,Server: Diego,6,210.36,67.52
2025-04-14,Downtown,Appetizers,Calamari,Server: Elin,4,33.0,12.66
2025-04-14,Mall Location,Desserts,Chocolate Lava Cake,Server: Jonah,5,29.15,11.4
2025-04-14,Downtown,Desserts,Tiramisu,Server: Priya,4,50.68,14.78
2025-04-14,Uptown,Beverages,Espresso,Server: Priya,4,130.52,37.46
2025-04-14,Airport,Desserts,Cheesecake,Server: Priya,1,12.53,4.1
2025-04-14,Downtown,Desserts,Cheesecake,Server: Jonah,2,77.58,26.5
2025-04-15,Mall Location,Entrees,Ribeye Steak,Server: Elin,6,165.9,65.47
2025-04-15,Uptown,Appetizers,Bruschetta,Server: Elin,3,128.55,46.94
2025-04-15,Airport,Entrees,Grilled Salmon,Server: Priya,5,130.7,52.11
2025-04-15,Suburbs,Entrees,Veggie Burger,Server: Diego,1,21.97,6.17
2025-04-15,Mall Location,Appetizers,Loaded Nachos,Server: Maya,4,146.88,46.67
2025-04-15,Suburbs,Desserts,Chocolate Lava Cake,Server: Priya,6,113.16,45.2
2025-04-16,Suburbs,Appetizers,Calamari,Server: Diego,2,30.72,11.76
2025-04-16,Downtown,Entrees,Grilled Salmon,Server: Elin,6,135.9,40.97
2025-04-16,Mall Location,Entrees,Grilled Salmon,Server: Diego,3,128.82,43.7
2025-04-17,Suburbs,Entrees,Chicken Alfredo,Server: Elin,4,174.2,58.23
2025-04-17,Uptown,Appetizers,Loaded Nachos,Server: Elin,3,108.03,35.02
2025-04-18,Airport,Appetizers,Bruschetta,Server: Priya,5,127.25,36.63
2025-04-18,Mall Location,Beverages,Espresso,Server: Jonah,1,36.51,11.39
2025-04-18,Downtown,Beverages,Craft Beer,Server: Priya,5,24.35,9.19
2025-04-18,Uptown,Appetizers,Calamari,Server: Diego,6,77.7,30.61
2025-04-18,Uptown,Appetizers,Bruschetta,Server: Elin,4,170.68,52.6
2025-04-18,Suburbs,Appetizers,Bruschetta,Server: Maya,5,39.15,13.98
2025-04-19,Mall Location,Beverages,House Wine,Server: Diego,2,39.52,13.22
2025-04-19,Mall Location,Desserts,Chocolate Lava Cake,Server: Maya,5,82.5,25.83
2025-04-20,Mall Location,Desserts,Cheesecake,Server: Jonah,3,47.55,16.4
2025-04-20,Suburbs,Beverages,Iced Tea,Server: Elin,2,26.86,9.58
2025-04-20,Uptown,Appetizers,Calamari,Server: Jonah,5,167.75,51.72
2025-04-20,Downtown,Appetizers,Loaded Nachos,Server: Diego,4,64.28,21.74
2025-04-20,Downtown,Appetizers,Calamari,Server: Priya,5,205.85,58.17
2025-04-20,Airport,Desserts,Tiramisu,Server: Maya,4,61.2,18.74
2025-04-20,Airport,Beverages,House Wine,Server: Maya,3,100.83,33.13
2025-04-21,Suburbs,Beverages,Craft Beer,Server: Elin,1,25.86,9.58
2025-04-21,Airport,Desserts,Cheesecake,Server: Diego,5,40.6,12.3
2025-04-21,Uptown,Desserts,Chocolate Lava Cake,Server: Jonah,5,111.45,38.0
2025-04-21,Airport,Desserts,Chocolate Lava Cake,Server: Diego,1,39.21,13.83
2025-04-21,Downtown,Appetizers,Calamari,Server: Jonah,3,95.58,35.12
2025-04-22,Downtown,Desserts,Chocolate Lava Cake,Server: Jonah,4,48.6,19.2
2025-04-22,Suburbs,Appetizers,Bruschetta,Server: Maya,2,22.76,9.0
2025-04-22,Uptown,Entrees,Ribeye Steak,Server: Jonah,4,28.36,9.85
2025-04-22,Mall Location,Entrees,Veggie Burger,Server: Elin,4,163.08,55.69
2025-04-22,Suburbs,Beverages,House Wine,Server: Maya,2,48.94,17.36
2025-04-22,Uptown,Desserts,Cheesecake,Server: Diego,2,47.98,14.97
2025-04-22,Suburbs,Entrees,Ribeye Steak,Server: Diego,2,50.14,18.98
2025-04-23,Downtown,Desserts,Chocolate Lava Cake,Server: Diego,6,118.14,43.22
2025-04-23,Suburbs,Desserts,Chocolate Lava Cake,Server: Priya,4,158.56,53.77
2025-04-23,Airport,Entrees,Grilled Salmon,Server: Diego,1,26.3,8.24
2025-04-24,Uptown,Desserts,Tiramisu,Server: Maya,5,74.25,26.94
2025-04-24,Airport,Entrees,Chicken Alfredo,Server: Priya,3,51.93,17.28
2025-04-24,Uptown,Desserts,Chocolate Lava Cake,Server: Maya,2,34.4,11.41
2025-04-24,Suburbs,Beverages,Iced Tea,Server: Jonah,3,110.01,32.33
2025-04-25,Mall Location,Desserts,Chocolate Lava Cake,Server: Priya,1,13.57,5.0
2025-04-25,Mall Location,Beverages,Craft Beer,Server: Priya,4,39.48,11.66
2025-04-25,Suburbs,Entrees,Grilled Salmon,Server: Jonah,6,70.08,21.56
2025-04-25,Suburbs,Beverages,House Wine,Server: Jonah,4,74.68,28.35
2025-04-26,Uptown,Beverages,Craft Beer,Server: Elin,4,57.28,18.93
2025-04-26,Suburbs,Appetizers,Loaded Nachos,Server: Priya,4,19.96,7.89
2025-04-26,Uptown,Appetizers,Loaded Nachos,Server: Diego,4,44.88,16.32
2025-04-26,Mall Location,Desserts,Tiramisu,Server: Jonah,1,8.08,2.65
2025-04-26,Uptown,Beverages,Espresso,Server: Jonah,5,135.8,39.57
2025-04-26,Mall Location,Appetizers,Calamari,Server: Jonah,6,167.82,48.76
2025-04-27,Mall Location,Appetizers,Loaded Nachos,Server: Jonah,1,18.99,6.25
2025-04-27,Uptown,Entrees,Veggie Burger,Server: Maya,1,36.0,10.51
2025-04-27,Downtown,Appetizers,Bruschetta,Server: Maya,4,144.96,53.57
2025-04-27,Airport,Entrees,Ribeye Steak,Server: Jonah,2,19.0,7.1
2025-04-27,Uptown,Beverages,Espresso,Server: Priya,6,168.96,56.21
2025-04-28,Suburbs,Entrees,Grilled Salmon,Server: Priya,1,28.8,10.59
2025-04-28,Airport,Desserts,Tiramisu,Server: Diego,3,92.97,34.47
2025-04-28,Uptown,Appetizers,Loaded Nachos,Server: Elin,6,237.06,73.71
2025-04-28,Downtown,Appetizers,Calamari,Server: Maya,5,137.85,45.06
2025-04-28,Mall Location,Beverages,Iced Tea,Server: Maya,4,159.0,59.03
2025-04-29,Uptown,Beverages,House Wine,Server: Jonah,5,199.15,75.22
2025-04-29,Suburbs,Entrees,Chicken Alfredo,Server: Elin,4,110.96,36.2
2025-04-29,Suburbs,Appetizers,Loaded Nachos,Server: Jonah,4,97.28,31.79
2025-04-29,Mall Location,Desserts,Tiramisu,Server: Maya,3,20.91,6.86
2025-04-30,Downtown,Appetizers,Bruschetta,Server: Diego,5,118.45,43.79
2025-04-30,Uptown,Beverages,Iced Tea,Server: Elin,4,152.72,50.46
2025-04-30,Downtown,Appetizers,Calamari,Server: Elin,1,39.94,13.45
2025-04-30,Suburbs,Beverages,Espresso,Server: Jonah,5,59.9,22.84
2025-04-30,Downtown,Appetizers,Bruschetta,Server: Maya,6,233.1,79.36
2025-04-30,Uptown,Beverages,House Wine,Server: Elin,1,32.49,10.56
2025-05-01,Downtown,Entrees,Grilled Salmon,Server: Elin,1,11.02,4.19
2025-05-01,Mall Location,Desserts,Tiramisu,Server: Diego,1,8.74,2.81
2025-05-02,Airport,Desserts,Chocolate Lava Cake,Server: Diego,3,81.9,29.67
2025-05-02,Suburbs,Appetizers,Bruschetta,Server: Diego,2,38.12,14.81
2025-05-02,Uptown,Beverages,Iced Tea,Server: Jonah,5,141.9,53.0
2025-05-02,Airport,Entrees,Chicken Alfredo,Server: Maya,3,84.36,30.96
2025-05-02,Suburbs,Beverages,Craft Beer,Server: Elin,2,50.12,18.64
2025-05-02,Mall Location,Beverages,House Wine,Server: Elin,4,131.08,48.71
2025-05-02,Airport,Beverages,House Wine,Server: Diego,1,29.53,9.04
2025-05-03,Airport,Appetizers,Calamari,Server: Priya,1,9.2,3.54
2025-05-03,Airport,Beverages,House Wine,Server: Diego,6,180.84,55.67
2025-05-03,Uptown,Desserts,Chocolate Lava Cake,Server: Diego,4,87.48,29.19
2025-05-03,Airport,Entrees,Ribeye Steak,Server: Diego,5,84.05,29.82
2025-05-03,Mall Location,Entrees,Chicken Alfredo,Server: Maya,2,16.38,5.2
2025-05-03,Airport,Beverages,House Wine,Server: Priya,4,50.04,18.56
2025-05-03,Uptown,Entrees,Chicken Alfredo,Server: Priya,2,54.78,18.77
2025-05-03,Airport,Entrees,Grilled Salmon,Server: Jonah,5,73.0,23.29
2025-05-03,Mall Location,Appetizers,Calamari,Server: Elin,2,30.22,10.33
2025-05-04,Downtown,Beverages,Espresso,Server: Diego,6,177.36,50.11
2025-05-04,Suburbs,Appetizers,Loaded Nachos,Server: Priya,1,24.11,8.57
2025-05-04,Airport,Beverages,Iced Tea,Server: Diego,5,23.0,9.04
2025-05-04,Mall Location,Appetizers,Loaded Nachos,Server: Jonah,5,92.85,28.26
2025-05-04,Downtown,Appetizers,Bruschetta,Server: Maya,5,203.15,63.45
2025-05-04,Suburbs,Appetizers,Loaded Nachos,Server: Priya,2,35.54,10.32
2025-05-05,Mall Location,Beverages,Espresso,Server: Jonah,2,9.58,3.35
2025-05-05,Downtown,Appetizers,Bruschetta,Server: Jonah,5,107.7,42.79
2025-05-05,Airport,Desserts,Cheesecake,Server: Diego,1,35.96,11.98
2025-05-06,Uptown,Entrees,Chicken Alfredo,Server: Jonah,6,207.48,79.04
2025-05-06,Mall Location,Appetizers,Loaded Nachos,Server: Maya,2,80.06,31.95
2025-05-06,Uptown,Entrees,Veggie Burger,Server: Diego,6,171.36,50.23
2025-05-06,Suburbs,Appetizers,Calamari,Server: Priya,2,55.94,18.73
2025-05-06,Uptown,Beverages,Craft Beer,Server: Maya,1,15.7,5.65
2025-05-07,Mall Location,Beverages,Craft Beer,Server: Diego,2,40.4,16.05
2025-05-07,Downtown,Appetizers,Loaded Nachos,Server: Jonah,6,128.58,39.53
2025-05-08,Mall Location,Desserts,Cheesecake,Server: Maya,4,89.48,27.55
2025-05-08,Airport,Beverages,Iced Tea,Server: Jonah,5,153.65,50.34
2025-05-08,Airport,Beverages,House Wine,Server: Diego,5,33.0,9.42
2025-05-08,Uptown,Appetizers,Calamari,Server: Priya,6,76.74,26.4
2025-05-09,Uptown,Desserts,Chocolate Lava Cake,Server: Maya,4,72.76,28.07
2025-05-09,Uptown,Desserts,Cheesecake,Server: Priya,2,66.82,22.52
2025-05-09,Downtown,Beverages,Iced Tea,Server: Priya,1,31.98,10.83
2025-05-09,Uptown,Appetizers,Calamari,Server: Diego,3,40.08,15.77
2025-05-10,Downtown,Desserts,Chocolate Lava Cake,Server: Jonah,2,89.86,32.98
2025-05-10,Mall Location,Desserts,Tiramisu,Server: Jonah,5,209.2,79.76
2025-05-10,Suburbs,Entrees,Chicken Alfredo,Server: Jonah,5,206.85,64.47
2025-05-10,Airport,Desserts,Chocolate Lava Cake,Server: Jonah,3,33.66,13.19
2025-05-10,Mall Location,Entrees,Veggie Burger,Server: Diego,1,12.73,4.99
2025-05-10,Downtown,Desserts,Chocolate Lava Cake,Server: Jonah,1,22.47,7.24
2025-05-11,Uptown,Entrees,Ribeye Steak,Server: Diego,2,55.38,15.8
2025-05-12,Downtown,Beverages,Espresso,Server: Priya,4,62.4,23.28
2025-05-12,Suburbs,Beverages,Espresso,Server: Priya,4,59.32,20.98
2025-05-12,Suburbs,Beverages,Iced Tea,Server: Maya,1,40.21,11.59
2025-05-12,Suburbs,Beverages,Iced Tea,Server: Maya,5,177.6,63.03
2025-05-12,Mall Location,Beverages,Espresso,Server: Priya,4,45.84,13.91
2025-05-13,Suburbs,Entrees,Ribeye Steak,Server: Elin,5,144.3,51.12
2025-05-13,Downtown,Entrees,Veggie Burger,Server: Priya,4,77.28,27.7
2025-05-13,Airport,Appetizers,Bruschetta,Server: Diego,1,11.33,3.67
2025-05-13,Suburbs,Beverages,House Wine,Server: Diego,2,29.08,8.68
2025-05-13,Suburbs,Desserts,Cheesecake,Server: Elin,3,83.7,23.63
2025-05-14,Suburbs,Appetizers,Loaded Nachos,Server: Diego,2,9.34,3.66
2025-05-14,Airport,Appetizers,Bruschetta,Server: Priya,4,120.88,40.81
2025-05-14,Suburbs,Desserts,Chocolate Lava Cake,Server: Priya,6,46.68,13.56
2025-05-15,Airport,Desserts,Cheesecake,Server: Elin,1,16.42,4.86
2025-05-15,Airport,Appetizers,Bruschetta,Server: Maya,6,72.24,27.0
2025-05-15,Airport,Appetizers,Bruschetta,Server: Elin,1,15.63,5.11
2025-05-16,Airport,Entrees,Veggie Burger,Server: Elin,4,152.16,47.96
2025-05-16,Downtown,Beverages,House Wine,Server: Elin,3,90.93,26.9
2025-05-16,Suburbs,Entrees,Chicken Alfredo,Server: Elin,2,28.58,10.62
2025-05-16,Suburbs,Entrees,Grilled Salmon,Server: Jonah,5,31.25,12.28
2025-05-17,Downtown,Appetizers,Loaded Nachos,Server: Elin,5,80.9,31.54
2025-05-17,Uptown,Appetizers,Loaded Nachos,Server: Jonah,4,140.64,54.97
2025-05-18,Mall Location,Entrees,Grilled Salmon,Server: Jonah,3,87.48,26.24
2025-05-18,Suburbs,Appetizers,Calamari,Server: Priya,5,108.5,41.87
2025-05-18,Airport,Desserts,Chocolate Lava Cake,Server: Diego,5,96.75,37.44
2025-05-18,Airport,Appetizers,Bruschetta,Server: Jonah,1,25.49,7.18
2025-05-18,Suburbs,Desserts,Chocolate Lava Cake,Server: Diego,3,54.21,19.2
2025-05-19,Mall Location,Beverages,Espresso,Server: Maya,2,88.26,29.36
2025-05-19,Mall Location,Desserts,Chocolate Lava Cake,Server: Jonah,1,15.2,4.5
2025-05-19,Suburbs,Desserts,Chocolate Lava Cake,Server: Maya,1,6.37,2.43
2025-05-19,Mall Location,Desserts,Tiramisu,Server: Jonah,6,200.34,67.68
2025-05-19,Suburbs,Desserts,Cheesecake,Server: Elin,2,43.62,14.47
2025-05-20,Suburbs,Entrees,Veggie Burger,Server: Diego,3,90.66,32.99
2025-05-21,Downtown,Beverages,Craft Beer,Server: Priya,5,73.0,23.62
2025-05-21,Airport,Appetizers,Bruschetta,Server: Maya,5,117.25,45.11
2025-05-21,Uptown,Entrees,Veggie Burger,Server: Jonah,2,59.82,19.12
2025-05-22,Suburbs,Desserts,Cheesecake,Server: Maya,6,231.72,75.37
2025-05-22,Suburbs,Beverages,Craft Beer,Server: Jonah,4,95.88,30.13
2025-05-22,Mall Location,Appetizers,Bruschetta,Server: Jonah,1,5.52,2.13
2025-05-22,Mall Location,Desserts,Cheesecake,Server: Jonah,6,60.12,23.28
2025-05-23,Mall Location,Beverages,Craft Beer,Server: Diego,6,101.76,39.29
2025-05-23,Downtown,Entrees,Grilled Salmon,Server: Jonah,4,67.44,26.13
2025-05-23,Downtown,Appetizers,Calamari,Server: Elin,4,95.76,27.59
2025-05-24,Mall Location,Appetizers,Calamari,Server: Diego,4,78.44,30.08
2025-05-24,Airport,Desserts,Chocolate Lava Cake,Server: Jonah,1,18.43,7.07
2025-05-24,Downtown,Entrees,Ribeye Steak,Server: Diego,6,237.6,93.99
2025-05-24,Uptown,Entrees,Veggie Burger,Server: Elin,4,143.92,44.16
2025-05-25,Airport,Entrees,Veggie Burger,Server: Priya,2,37.8,11.24
2025-05-25,Mall Location,Desserts,Chocolate Lava Cake,Server: Jonah,4,56.28,21.37
2025-05-26,Uptown,Desserts,Chocolate Lava Cake,Server: Elin,4,138.8,43.3
2025-05-26,Airport,Desserts,Tiramisu,Server: Elin,5,180.2,58.23
2025-05-26,Airport,Entrees,Chicken Alfredo,Server: Jonah,3,30.93,9.74
2025-05-26,Downtown,Beverages,Craft Beer,Server: Diego,3,22.56,7.75
2025-05-27,Airport,Desserts,Cheesecake,Server: Priya,6,80.58,29.0
2025-05-27,Suburbs,Beverages,Espresso,Server: Priya,5,116.65,33.07
2025-05-27,Suburbs,Beverages,House Wine,Server: Elin,1,17.41,6.04
2025-05-27,Downtown,Entrees,Chicken Alfredo,Server: Priya,6,123.78,47.49
2025-05-27,Airport,Appetizers,Bruschetta,Server: Elin,2,35.8,12.53
2025-05-27,Mall Location,Appetizers,Bruschetta,Server: Priya,3,52.83,16.21
2025-05-28,Suburbs,Entrees,Ribeye Steak,Server: Jonah,3,42.15,14.42
2025-05-28,Downtown,Appetizers,Calamari,Server: Priya,3,77.82,27.12
2025-05-28,Uptown,Appetizers,Bruschetta,Server: Diego,6,68.1,22.18
2025-05-29,Mall Location,Beverages,Espresso,Server: Jonah,6,117.48,41.7
2025-05-29,Airport,Appetizers,Loaded Nachos,Server: Priya,4,171.04,48.15
2025-05-29,Mall Location,Desserts,Tiramisu,Server: Elin,5,70.1,25.03
2025-05-30,Downtown,Desserts,Cheesecake,Server: Jonah,4,51.68,16.94
2025-05-30,Suburbs,Beverages,Craft Beer,Server: Maya,3,22.29,6.67
2025-05-31,Uptown,Appetizers,Calamari,Server: Elin,5,193.65,70.31
2025-05-31,Mall Location,Entrees,Veggie Burger,Server: Priya,1,25.41,8.05
2025-05-31,Uptown,Beverages,Espresso,Server: Priya,6,243.9,94.28
2025-05-31,Suburbs,Desserts,Cheesecake,Server: Diego,6,47.76,13.73
2025-06-01,Suburbs,Desserts,Tiramisu,Server: Priya,2,67.92,27.05
2025-06-01,Mall Location,Appetizers,Loaded Nachos,Server: Maya,1,32.74,9.89
2025-06-01,Mall Location,Beverages,Espresso,Server: Jonah,6,203.52,78.61
2025-06-01,Suburbs,Beverages,Craft Beer,Server: Diego,1,14.58,4.74
2025-06-02,Mall Location,Beverages,Espresso,Server: Jonah,2,47.4,14.02
2025-06-03,Downtown,Desserts,Chocolate Lava Cake,Server: Jonah,1,19.27,7.04
2025-06-03,Uptown,Desserts,Cheesecake,Server: Elin,6,103.74,37.78
2025-06-03,Mall Location,Entrees,Grilled Salmon,Server: Elin,6,84.42,25.67
2025-06-04,Airport,Desserts,Chocolate Lava Cake,Server: Jonah,6,232.8,91.18
2025-06-04,Airport,Desserts,Chocolate Lava Cake,Server: Elin,2,36.64,13.14
2025-06-04,Suburbs,Desserts,Cheesecake,Server: Priya,6,208.38,65.86
2025-06-04,Uptown,Entrees,Veggie Burger,Server: Priya,1,41.31,12.68
2025-06-04,Uptown,Beverages,Craft Beer,Server: Diego,3,122.82,41.39
2025-06-04,Suburbs,Appetizers,Loaded Nachos,Server: Diego,4,134.92,47.7
2025-06-05,Airport,Beverages,Espresso,Server: Jonah,4,54.16,19.77
2025-06-06,Airport,Desserts,Chocolate Lava Cake,Server: Priya,1,17.8,6.99
2025-06-06,Suburbs,Entrees,Grilled Salmon,Server: Jonah,5,44.2,14.05
2025-06-06,Downtown,Appetizers,Calamari,Server: Elin,2,40.2,12.43
2025-06-06,Airport,Entrees,Chicken Alfredo,Server: Diego,6,141.0,43.19
2025-06-07,Suburbs,Entrees,Ribeye Steak,Server: Jonah,6,47.22,14.93
2025-06-07,Airport,Appetizers,Loaded Nachos,Server: Jonah,6,134.88,46.03
2025-06-07,Downtown,Beverages,Craft Beer,Server: Priya,6,161.64,52.39
2025-06-08,Suburbs,Desserts,Chocolate Lava Cake,Server: Jonah,6,61.92,18.99
2025-06-08,Suburbs,Entrees,Veggie Burger,Server: Maya,3,86.49,33.11
2025-06-08,Airport,Desserts,Chocolate Lava Cake,Server: Elin,5,22.2,8.08
2025-06-09,Suburbs,Beverages,Espresso,Server: Maya,5,105.3,32.08
2025-06-09,Airport,Desserts,Cheesecake,Server: Priya,2,80.16,30.32
2025-06-09,Uptown,Beverages,Espresso,Server: Priya,2,86.98,31.18
2025-06-09,Uptown,Appetizers,Calamari,Server: Jonah,4,26.92,9.2
2025-06-09,Downtown,Appetizers,Calamari,Server: Diego,3,34.44,11.79
2025-06-10,Airport,Desserts,Chocolate Lava Cake,Server: Elin,3,97.29,38.03
2025-06-10,Airport,Beverages,Espresso,Server: Maya,5,104.75,33.41
2025-06-10,Downtown,Desserts,Cheesecake,Server: Priya,2,46.04,14.24
2025-06-10,Suburbs,Entrees,Veggie Burger,Server: Priya,1,42.48,14.62
2025-06-11,Uptown,Desserts,Cheesecake,Server: Elin,2,87.98,35.05
2025-06-12,Suburbs,Appetizers,Loaded Nachos,Server: Maya,6,204.9,75.94
2025-06-12,Suburbs,Beverages,Iced Tea,Server: Priya,2,13.92,4.55
2025-06-12,Suburbs,Appetizers,Bruschetta,Server: Jonah,4,99.12,29.59
2025-06-12,Uptown,Appetizers,Loaded Nachos,Server: Priya,4,66.04,22.2
2025-06-12,Mall Location,Entrees,Veggie Burger,Server: Jonah,3,94.23,29.57
2025-06-12,Downtown,Entrees,Chicken Alfredo,Server: Diego,1,30.71,11.63
2025-06-13,Downtown,Desserts,Chocolate Lava Cake,Server: Maya,1,33.3,13.13
2025-06-13,Uptown,Appetizers,Calamari,Server: Maya,5,116.25,41.69
2025-06-13,Airport,Appetizers,Loaded Nachos,Server: Elin,1,5.71,2.23
2025-06-14,Uptown,Appetizers,Loaded Nachos,Server: Maya,2,46.48,17.18
2025-06-14,Airport,Beverages,Iced Tea,Server: Priya,5,115.55,34.48
2025-06-14,Mall Location,Desserts,Chocolate Lava Cake,Server: Priya,3,29.91,11.11
2025-06-14,Airport,Appetizers,Bruschetta,Server: Diego,5,89.3,26.87
2025-06-14,Airport,Beverages,House Wine,Server: Jonah,1,26.74,8.09
2025-06-14,Mall Location,Desserts,Cheesecake,Server: Jonah,5,110.45,43.04
2025-06-15,Downtown,Beverages,Craft Beer,Server: Elin,2,66.46,25.3
2025-06-16,Downtown,Entrees,Ribeye Steak,Server: Jonah,2,36.64,10.87
2025-06-16,Airport,Beverages,Espresso,Server: Diego,3,116.19,41.59
2025-06-17,Uptown,Appetizers,Bruschetta,Server: Maya,6,152.16,60.43
2025-06-17,Airport,Appetizers,Loaded Nachos,Server: Jonah,2,50.46,18.84
2025-06-17,Mall Location,Appetizers,Calamari,Server: Diego,1,41.13,12.54
2025-06-18,Downtown,Beverages,Iced Tea,Server: Diego,5,23.9,7.71
2025-06-18,Uptown,Desserts,Chocolate Lava Cake,Server: Elin,1,34.09,10.28
2025-06-18,Downtown,Beverages,Espresso,Server: Maya,5,136.35,52.36
2025-06-19,Downtown,Entrees,Grilled Salmon,Server: Maya,5,158.45,53.28
2025-06-19,Airport,Desserts,Chocolate Lava Cake,Server: Jonah,6,133.14,44.11
2025-06-19,Downtown,Desserts,Chocolate Lava Cake,Server: Elin,3,69.99,23.39
2025-06-19,Uptown,Entrees,Veggie Burger,Server: Priya,2,76.98,22.65
2025-06-19,Suburbs,Desserts,Chocolate Lava Cake,Server: Jonah,6,236.1,68.74
2025-06-19,Airport,Beverages,Espresso,Server: Jonah,6,109.32,33.74
2025-06-19,Suburbs,Entrees,Grilled Salmon,Server: Elin,6,133.56,50.85
2025-06-20,Downtown,Beverages,House Wine,Server: Maya,1,18.97,5.78
2025-06-20,Mall Location,Appetizers,Calamari,Server: Priya,4,123.68,35.76
2025-06-20,Uptown,Beverages,Craft Beer,Server: Diego,5,158.25,52.95
2025-06-20,Mall Location,Beverages,House Wine,Server: Maya,2,76.66,28.86
